"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0042129","regulation of T cell proliferation","13/263","192/18860",0.0677083333333333,4.85543409378961,6.38543900442183,3.12533971106775e-06,0.000116058776360821,8.65643311696709e-05,"6352/5788/199/11151/26279/6850/923/604/942/7805/3559/29108/57162",13
"GO:0098813","nuclear chromosome segregation","17/263","323/18860",0.0526315789473684,3.77426455873524,5.98060567991887,3.14703337708061e-06,0.000116058776360821,8.65643311696709e-05,"7153/10403/259266/1843/983/472/51203/5728/9787/3832/64151/1894/1063/605/4085/9232/10096",17
"GO:0042098","T cell proliferation","14/263","224/18860",0.0625,4.4819391634981,6.23425548549725,3.3406297448845e-06,0.000121966391985733,9.09706226317496e-05,"6352/5788/199/11151/26279/6850/923/604/942/1794/7805/3559/29108/57162",14
"GO:0050871","positive regulation of B cell activation","9/263","87/18860",0.103448275862069,7.41838206372099,7.13565937824486,3.45560505320911e-06,0.000124042243482604,9.25189303260815e-05,"5788/6850/939/604/1026/952/10451/57162/4208",9
"GO:0002573","myeloid leukocyte differentiation","15/263","257/18860",0.0583657587548638,4.1854684795313,6.11454491724357,3.46543654758303e-06,0.000124042243482604,9.25189303260815e-05,"3725/5026/7422/10538/1236/4318/677/4739/2124/9770/3398/4495/7305/3930/4067",15
"GO:0030890","positive regulation of B cell proliferation","7/263","47/18860",0.148936170212766,10.6803656662082,7.90182528420789,3.69810284282054e-06,0.000131085179409105,9.77720189512185e-05,"5788/604/1026/952/10451/57162/4208",7
"GO:0141060","disruption of anatomical structure in another organism","11/263","139/18860",0.079136690647482,5.67497332932133,6.57866504981934,4.0731095701565e-06,0.000142989644621552,0.000106651158481729,"10563/6362/653361/3002/4283/2999/3627/2633/4069/5551/3001",11
"GO:0070098","chemokine-mediated signaling pathway","9/263","89/18860",0.101123595505618,7.25167684880591,7.03013360250157,4.17978962130295e-06,0.000144403493005441,0.00010770570035753,"10563/6362/6352/4283/3627/1236/2833/7852/4067",9
"GO:0030217","T cell differentiation","17/263","330/18860",0.0515151515151515,3.69420440142874,5.87172301482463,4.19248706068933e-06,0.000144403493005441,0.00010770570035753,"5788/26279/914/6935/915/6850/399/939/604/10538/1236/942/1794/677/22890/3559/9760",17
"GO:0072676","lymphocyte migration","10/263","114/18860",0.087719298245614,6.2904409312254,6.73760812901122,4.46800469520907e-06,0.00015245500132905,0.000113711049154017,"10563/6352/199/11151/3627/1236/2833/4739/29108/51192",10
"GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","10/263","117/18860",0.0854700854700855,6.12914757401449,6.61811534180105,5.64536647214144e-06,0.000190844749905448,0.00014234466923421,"5788/914/6850/2210/929/64581/942/29108/7305/5336",10
"GO:0097530","granulocyte migration","11/263","148/18860",0.0743243243243243,5.32987359983558,6.28871235534788,7.4601950574786e-06,0.000249882313347288,0.000186378798780272,"10563/6352/56833/4283/6850/3627/7422/1236/6279/10451/51192",11
"GO:0071621","granulocyte chemotaxis","10/263","121/18860",0.0826446280991736,5.92653112528674,6.46511820156858,7.62691158785303e-06,0.000253144129156831,0.00018881167729929,"10563/6352/4283/6850/3627/7422/1236/6279/10451/51192",10
"GO:0002431","Fc receptor mediated stimulatory signaling pathway","6/263","35/18860",0.171428571428571,12.2933188484519,7.95250367755382,8.02891963628703e-06,0.000261728442786464,0.000195214427622881,"5788/6850/1445/2268/10451/4067",6
"GO:0006882","intracellular zinc ion homeostasis","6/263","35/18860",0.171428571428571,12.2933188484519,7.95250367755382,8.02891963628703e-06,0.000261728442786464,0.000195214427622881,"4501/4494/4493/4496/4495/6505",6
"GO:0002699","positive regulation of immune effector process","15/263","276/18860",0.0543478260869565,3.89733840304183,5.76633572985457,8.22039065162926e-06,0.000265598639549544,0.000198101076998276,"51237/5788/6850/163486/64581/942/3684/22890/2268/7805/9188/29108/7305/5336/51571",15
"GO:2000377","regulation of reactive oxygen species metabolic process","11/263","150/18860",0.0733333333333333,5.25880861850444,6.22748398020867,8.48197745719484e-06,0.000270808220121037,0.000201986727631398,"6850/240/1026/8870/64581/2308/3684/672/7305/1182/5336",11
"GO:0032945","negative regulation of mononuclear cell proliferation","9/263","97/18860",0.0927835051546392,6.65360040766728,6.6385861637504,8.52997680468892e-06,0.000270808220121037,0.000201986727631398,"26279/604/472/942/7805/3559/7305/57162/4067",9
"GO:0097501","stress response to metal ion","5/263","21/18860",0.238095238095238,17.0740539561832,8.76439424625326,8.60436260375159e-06,0.000270814895399112,0.000201991706496419,"4501/4494/4493/4496/4495",5
"GO:0051651","maintenance of location in cell","13/263","212/18860",0.0613207547169811,4.39737427362078,5.91576553635868,9.21699872903253e-06,0.000287115155171474,0.000214149521091152,"5788/11151/6653/259266/4283/3627/7070/930/1236/2833/5552/5336/4067",13
"GO:0071677","positive regulation of mononuclear cell migration","9/263","98/18860",0.0918367346938776,6.58570652595639,6.59276119756627,9.2795366502969e-06,0.000287115155171474,0.000214149521091152,"10563/6352/199/11151/3627/1236/4739/29108/7941",9
"GO:0045577","regulation of B cell differentiation","6/263","36/18860",0.166666666666667,11.9518377693283,7.82164416064914,9.52281451208411e-06,0.00029216635112285,0.000217917037972239,"56833/6850/939/604/677/3398",6
"GO:0002687","positive regulation of leukocyte migration","11/263","152/18860",0.0723684210526316,5.18961376826096,6.16733956081295,9.62354670461309e-06,0.000292796408487853,0.000218386976533632,"10563/6352/199/11151/3627/7422/7070/1236/4739/29108/7941",11
"GO:2000406","positive regulation of T cell migration","6/263","37/18860",0.162162162162162,11.628815126914,7.69585813005014,1.1233974701755e-05,0.000338968939141384,0.000252825511556678,"10563/6352/199/11151/3627/29108",6
"GO:0007059","chromosome segregation","19/263","434/18860",0.043778801843318,3.13942282420143,5.36218403182862,1.18850534717576e-05,0.000355674837913009,0.000265285878614642,"7153/10403/259266/1843/4288/983/472/51203/5728/9787/3832/64151/672/1894/1063/605/4085/9232/10096",19
"GO:0071248","cellular response to metal ion","12/263","186/18860",0.0645161290322581,4.62651784619159,5.91076064193219,1.22550503696065e-05,0.000363765763410029,0.000271320627352778,"3725/4501/4494/4493/664/4496/1894/3398/4495/5336/6505/4208",12
"GO:0002275","myeloid cell activation involved in immune response","9/263","102/18860",0.0882352941176471,6.32744352493849,6.41566137867621,1.28677679400782e-05,0.000377819179572642,0.000281802596997052,"6850/7462/1794/3684/2268/29108/7305/5336/4067",9
"GO:0000075","cell cycle checkpoint signaling","12/263","187/18860",0.0641711229946524,4.60177710904618,5.88635360164954,1.29354690349439e-05,0.000377819179572642,0.000281802596997052,"10403/1843/1026/983/472/8870/672/1063/5884/4085/988/4067",12
"GO:0001909","leukocyte mediated cytotoxicity","11/263","157/18860",0.0700636942675159,5.02433944443099,6.02149809986747,1.30801647521312e-05,0.000379013345317707,0.000282693284993847,"653361/5788/11151/3002/914/2210/5551/3684/1075/7305/51571",11
"GO:0002223","stimulatory C-type lectin receptor signaling pathway","5/263","23/18860",0.217391304347826,15.5893536121673,8.32549105991363,1.39070364876212e-05,0.000390573770894655,0.000291315816951224,"6850/64581/7305/5336/4067",5
"GO:0061687","detoxification of inorganic compound","5/263","23/18860",0.217391304347826,15.5893536121673,8.32549105991363,1.39070364876212e-05,0.000390573770894655,0.000291315816951224,"4501/4494/4493/4496/4495",5
"GO:1990840","response to lectin","5/263","23/18860",0.217391304347826,15.5893536121673,8.32549105991363,1.39070364876212e-05,0.000390573770894655,0.000291315816951224,"6850/64581/7305/5336/4067",5
"GO:1990858","cellular response to lectin","5/263","23/18860",0.217391304347826,15.5893536121673,8.32549105991363,1.39070364876212e-05,0.000390573770894655,0.000291315816951224,"6850/64581/7305/5336/4067",5
"GO:0051235","maintenance of location","13/263","223/18860",0.0582959641255605,4.18046343501168,5.68159921365167,1.58307887274554e-05,0.000441207707205647,0.000329081964145659,"5788/11151/6653/259266/4283/3627/7070/930/1236/2833/5552/5336/4067",13
"GO:0070664","negative regulation of leukocyte proliferation","9/263","105/18860",0.0857142857142857,6.14665942422596,6.28893787213748,1.62808559679241e-05,0.000450313675294627,0.000335873798955499,"26279/604/472/942/7805/3559/7305/57162/4067",9
"GO:0045061","thymic T cell selection","5/263","24/18860",0.208333333333333,14.9397972116603,8.12612493078862,1.73675227345315e-05,0.000475374779916061,0.000354566032562917,"5788/915/1236/1794/9760",5
"GO:0051209","release of sequestered calcium ion into cytosol","10/263","133/18860",0.075187969924812,5.39180651247892,6.04436486723406,1.75742920744306e-05,0.000475374779916061,0.000354566032562917,"5788/11151/4283/3627/7070/930/1236/2833/5336/4067",10
"GO:1990266","neutrophil migration","9/263","106/18860",0.0849056603773585,6.08867207116723,6.24778678728071,1.75775391094682e-05,0.000475374779916061,0.000354566032562917,"10563/56833/4283/6850/3627/1236/6279/10451/51192",9
"GO:0070371","ERK1 and ERK2 cascade","16/263","331/18860",0.0483383685800604,3.46639403581726,5.38351870956456,1.77789749081061e-05,0.000477287039628643,0.000355992322656892,"6352/5788/3725/467/6850/1843/2633/7422/1445/983/1236/677/1846/2335/29108/4067",16
"GO:0002335","mature B cell differentiation","6/263","40/18860",0.15,10.7566539923954,7.34576192181747,1.79097614412458e-05,0.000477288605999915,0.000355993490960452,"5450/56833/604/930/5336/3394",6
"GO:0045580","regulation of T cell differentiation","12/263","194/18860",0.0618556701030928,4.43573360511152,5.72019028369649,1.86947735262438e-05,0.000492800315583984,0.000367563152536657,"5788/914/6935/6850/399/939/604/10538/942/22890/3559/9760",12
"GO:0051283","negative regulation of sequestering of calcium ion","10/263","134/18860",0.0746268656716418,5.35156915044549,6.01162023870992,1.87617759151394e-05,0.000492800315583984,0.000367563152536657,"5788/11151/4283/3627/7070/930/1236/2833/5336/4067",10
"GO:0097553","calcium ion transmembrane import into cytosol","12/263","195/18860",0.0615384615384615,4.41298625329044,5.69709690358176,1.96774821340736e-05,0.000513160623367877,0.000382749220156756,"5788/5026/11151/931/4283/3627/7070/930/1236/2833/5336/4067",12
"GO:0002220","innate immune response activating cell surface receptor signaling pathway","9/263","108/18860",0.0833333333333333,5.97591888466413,6.16704520128445,2.04361650351254e-05,0.000521132212037694,0.000388694959576039,"6850/929/64581/4792/7305/5336/57162/10062/4067",9
"GO:0042102","positive regulation of T cell proliferation","9/263","108/18860",0.0833333333333333,5.97591888466413,6.16704520128445,2.04361650351254e-05,0.000521132212037694,0.000388694959576039,"6352/5788/199/11151/6850/923/942/3559/29108",9
"GO:0050764","regulation of phagocytosis","9/263","108/18860",0.0833333333333333,5.97591888466413,6.16704520128445,2.04361650351254e-05,0.000521132212037694,0.000388694959576039,"5788/6850/2210/1445/64581/1794/2268/29108/5336",9
"GO:0030593","neutrophil chemotaxis","8/263","83/18860",0.0963855421686747,6.91190617985249,6.41902748627589,2.05541053227685e-05,0.000521132212037694,0.000388694959576039,"10563/4283/6850/3627/1236/6279/10451/51192",8
"GO:0007093","mitotic cell cycle checkpoint signaling","10/263","136/18860",0.0735294117647059,5.27286960411541,5.94710404398429,2.13448632442776e-05,0.000533076488716004,0.000397603793137656,"10403/1843/1026/983/472/8870/672/1063/5884/4085",10
"GO:0051282","regulation of sequestering of calcium ion","10/263","136/18860",0.0735294117647059,5.27286960411541,5.94710404398429,2.13448632442776e-05,0.000533076488716004,0.000397603793137656,"5788/11151/4283/3627/7070/930/1236/2833/5336/4067",10
"GO:0071294","cellular response to zinc ion","5/263","25/18860",0.2,14.3422053231939,7.93835599216184,2.14632275653937e-05,0.000533076488716004,0.000397603793137656,"4501/4494/4493/4496/4495",5
"GO:1904427","positive regulation of calcium ion transmembrane transport","7/263","61/18860",0.114754098360656,8.22913420183258,6.72511305504581,2.172672847069e-05,0.000535974903016819,0.000399765622714617,"5026/931/4283/3627/7070/930/2833",7
"GO:0048678","response to axon injury","8/263","84/18860",0.0952380952380952,6.82962158247329,6.36787057721248,2.24469540104358e-05,0.000550025698604705,0.00041024563776049,"3725/983/8428/664/7305/5336/6505/4067",8
"GO:0071276","cellular response to cadmium ion","5/263","26/18860",0.192307692307692,13.7905820415326,7.7610674462283,2.62722778797102e-05,0.000635232361184251,0.00047379841669439,"4501/4494/4493/4496/4495",5
"GO:0071280","cellular response to copper ion","5/263","26/18860",0.192307692307692,13.7905820415326,7.7610674462283,2.62722778797102e-05,0.000635232361184251,0.00047379841669439,"4501/4494/4493/4496/4495",5
"GO:0051208","sequestering of calcium ion","10/263","140/18860",0.0714285714285714,5.12221618685497,5.82180451971295,2.74377882554563e-05,0.000651195554637049,0.000485704824877408,"5788/11151/4283/3627/7070/930/1236/2833/5336/4067",10
"GO:0032733","positive regulation of interleukin-10 production","6/263","43/18860",0.13953488372093,10.0061897603678,7.03098040542652,2.74675747505082e-05,0.000651195554637049,0.000485704824877408,"6850/64581/29108/5336/9636/3082",6
"GO:0032735","positive regulation of interleukin-12 production","6/263","43/18860",0.13953488372093,10.0061897603678,7.03098040542652,2.74675747505082e-05,0.000651195554637049,0.000485704824877408,"6850/64581/1236/7805/5336/3394",6
"GO:0032760","positive regulation of tumor necrosis factor production","9/263","113/18860",0.079646017699115,5.71149769507722,5.973764174291,2.93625174615664e-05,0.000691629362917283,0.000515863040224599,"5788/914/6850/2210/929/64581/29108/7305/5336",9
"GO:0045058","T cell selection","7/263","64/18860",0.109375,7.84339353612167,6.5214556181769,2.98567617716553e-05,0.000698763059155855,0.000521183823908719,"5788/915/6850/10538/1236/1794/9760",7
"GO:0002449","lymphocyte mediated immunity","17/263","388/18860",0.0438144329896907,3.14197797028733,5.06978639616053,3.41128053175196e-05,0.000791425854595372,0.00059029788113948,"3495/5788/11151/3002/914/939/2210/604/163486/5551/10538/930/22890/712/1075/7305/51571",17
"GO:0033077","T cell differentiation in thymus","8/263","89/18860",0.0898876404494382,6.44593497671637,6.12406101639195,3.42495987472114e-05,0.000791425854595372,0.00059029788113948,"5788/6935/915/1236/1794/677/22890/9760",8
"GO:0042554","superoxide anion generation","6/263","45/18860",0.133333333333333,9.56147021546261,6.83782929736026,3.58517579173932e-05,0.00082323753557486,0.00061402514221977,"653361/6850/64581/4688/3684/7305",6
"GO:0002702","positive regulation of production of molecular mediator of immune response","10/263","146/18860",0.0684931506849315,4.91171415177874,5.64255739751377,3.9346413822312e-05,0.000896749988212293,0.000668855603945625,"51237/5788/6850/163486/64581/942/7805/9188/29108/5336",10
"GO:0032635","interleukin-6 production","11/263","177/18860",0.0621468926553672,4.45661747330884,5.49452819422184,3.99147133820517e-05,0.000896749988212293,0.000668855603945625,"5450/199/6850/1445/64581/55024/7805/29108/7305/5336/3082",11
"GO:0032675","regulation of interleukin-6 production","11/263","177/18860",0.0621468926553672,4.45661747330884,5.49452819422184,3.99147133820517e-05,0.000896749988212293,0.000668855603945625,"5450/199/6850/1445/64581/55024/7805/29108/7305/5336/3082",11
"GO:0032613","interleukin-10 production","7/263","67/18860",0.104477611940299,7.49219681062369,6.33062779769667,4.03378970325582e-05,0.000896749988212293,0.000668855603945625,"6850/64581/29108/7305/5336/9636/3082",7
"GO:0032653","regulation of interleukin-10 production","7/263","67/18860",0.104477611940299,7.49219681062369,6.33062779769667,4.03378970325582e-05,0.000896749988212293,0.000668855603945625,"6850/64581/29108/7305/5336/9636/3082",7
"GO:0150077","regulation of neuroinflammatory response","6/263","46/18860",0.130434782608696,9.35361216730038,6.74572159634186,4.07517808667195e-05,0.000896749988212293,0.000668855603945625,"6352/5788/8530/4318/1075/5336",6
"GO:0050728","negative regulation of inflammatory response","12/263","210/18860",0.0571428571428571,4.09777294948398,5.36828508721762,4.0843520720783e-05,0.000896749988212293,0.000668855603945625,"5788/56833/6850/8530/240/8870/55872/2268/3559/10062/4067/3082",12
"GO:0002444","myeloid leukocyte mediated immunity","9/263","118/18860",0.076271186440678,5.46948508087904,5.79170306349156,4.13955869978891e-05,0.000896749988212293,0.000668855603945625,"653361/6850/2210/7462/3684/2268/9188/7305/4067",9
"GO:0071214","cellular response to abiotic stimulus","16/263","355/18860",0.0450704225352113,3.23204627001553,5.04880484582859,4.15093804458717e-05,0.000896749988212293,0.000668855603945625,"1396/1026/472/8531/5728/4318/677/664/55872/8795/22890/10635/672/1894/29108/7076",16
"GO:0104004","cellular response to environmental stimulus","16/263","355/18860",0.0450704225352113,3.23204627001553,5.04880484582859,4.15093804458717e-05,0.000896749988212293,0.000668855603945625,"1396/1026/472/8531/5728/4318/677/664/55872/8795/22890/10635/672/1894/29108/7076",16
"GO:0050729","positive regulation of inflammatory response","11/263","179/18860",0.0614525139664804,4.40682286466852,5.44617719829766,4.42348276405315e-05,0.000950007974797531,0.000708578941833157,"6352/3957/9447/2633/1236/6279/4792/1075/29108/5336/7941",11
"GO:0045059","positive thymic T cell selection","4/263","15/18860",0.266666666666667,19.1229404309252,8.35010584430847,4.46993930007801e-05,0.000954371250560515,0.000711833362222333,"5788/915/1794/9760",4
"GO:0007249","canonical NF-kappaB signal transduction","16/263","359/18860",0.0445682451253482,3.1960346124109,4.99579446581819,4.74428954451278e-05,0.00100705820505908,0.000751130786514966,"6772/399/7422/64581/5579/1236/8795/1894/10346/9770/4792/9188/29108/10549/5336/57162",16
"GO:0045786","negative regulation of cell cycle","17/263","399/18860",0.0426065162907268,3.05535702373805,4.93471263281302,4.8348762157636e-05,0.00102035451235566,0.000761048054163702,"10403/1843/604/1026/983/472/8870/5728/677/7465/51379/672/1063/5884/4085/988/4067",17
"GO:0042742","defense response to bacterium","16/263","361/18860",0.0443213296398892,3.17832804946126,4.96956662594177,5.06810355433526e-05,0.00106342793545276,0.000793175069271949,"3507/3512/10563/3495/653361/56833/6850/2633/4069/6279/2268/29108/3148/9636/6565/3394",16
"GO:0046686","response to cadmium ion","6/263","48/18860",0.125,8.9638783269962,6.56966929945194,5.21594004029567e-05,0.00108201119813179,0.000807035698818475,"983/4501/4494/4493/4496/4495",6
"GO:0048247","lymphocyte chemotaxis","6/263","48/18860",0.125,8.9638783269962,6.56966929945194,5.21594004029567e-05,0.00108201119813179,0.000807035698818475,"10563/6352/3627/2833/4739/51192",6
"GO:0032609","type II interferon production","9/263","122/18860",0.0737704918032787,5.29015770117808,5.65336874604366,5.38064940869074e-05,0.00110363769613089,0.000823166175061085,"914/929/64581/1236/7805/29108/9636/51571/3394",9
"GO:0032649","regulation of type II interferon production","9/263","122/18860",0.0737704918032787,5.29015770117808,5.65336874604366,5.38064940869074e-05,0.00110363769613089,0.000823166175061085,"914/929/64581/1236/7805/29108/9636/51571/3394",9
"GO:0050672","negative regulation of lymphocyte proliferation","8/263","95/18860",0.0842105263157895,6.03882329397639,5.8550742332802,5.48590747662718e-05,0.00111894124006513,0.000834580572892357,"26279/472/942/7805/3559/7305/57162/4067",8
"GO:0033002","muscle cell proliferation","13/263","252/18860",0.0515873015873016,3.69937835717303,5.1301485657776,5.6593977402624e-05,0.00114653170255339,0.000855159369316447,"6352/3725/199/6772/10403/1026/983/5728/4318/3398/9686/4208/3082",13
"GO:0009615","response to virus","18/263","445/18860",0.0404494382022472,2.90067073952236,4.82521636117574,5.68594463006308e-05,0.00114653170255339,0.000855159369316447,"5450/6352/5788/6772/9447/4283/3627/2633/54541/5551/664/9582/7852/10346/2268/9188/29108/9636",18
"GO:0007162","negative regulation of cell adhesion","15/263","326/18860",0.0460122699386503,3.29958711423173,4.9806938320609,5.71538673965264e-05,0.00114653170255339,0.000855159369316447,"5788/27299/26279/1843/2633/604/7422/1445/5728/942/5800/9404/7805/3559/57162",15
"GO:0050852","T cell receptor signaling pathway","10/263","153/18860",0.065359477124183,4.68699520365814,5.44542742024643,5.85773180508796e-05,0.00116074693870873,0.000865762035041444,"5788/915/2633/163486/7070/1445/1236/7805/963/5336",10
"GO:2000379","positive regulation of reactive oxygen species metabolic process","7/263","71/18860",0.0985915492957746,7.07010121565897,6.09381173603424,5.88334643428077e-05,0.00116074693870873,0.000865762035041444,"6850/1026/64581/3684/7305/1182/5336",7
"GO:0141201","pyroptotic cell death","4/263","16/18860",0.25,17.9277566539924,8.05542780402241,5.89473432391343e-05,0.00116074693870873,0.000865762035041444,"3002/9447/5551/3001",4
"GO:2000177","regulation of neural precursor cell proliferation","8/263","96/18860",0.0833333333333333,5.97591888466413,5.81248647576306,5.91341907969939e-05,0.00116074693870873,0.000865762035041444,"259266/7422/2308/7832/3398/79801/9760/4067",8
"GO:0002690","positive regulation of leukocyte chemotaxis","8/263","97/18860",0.0824742268041237,5.91431147348203,5.77049628551279,6.36828841895607e-05,0.00124334871751918,0.000927371918932696,"10563/6352/199/3627/7422/1236/4739/7941",8
"GO:2000401","regulation of lymphocyte migration","7/263","72/18860",0.0972222222222222,6.97190536544149,6.03746531038253,6.44029151032935e-05,0.00125071831405385,0.000932868652700001,"10563/6352/199/11151/3627/4739/29108",7
"GO:0048872","homeostasis of number of cells","16/263","369/18860",0.043360433604336,3.10942120828052,4.86644759381495,6.56669865880259e-05,0.00126800350882445,0.000945761097126624,"608/3957/11151/6772/9447/604/7422/1236/677/9770/3559/3398/3148/9636/4208/4067",16
"GO:0070269","pyroptotic inflammatory response","6/263","50/18860",0.12,8.60532319391635,6.40359766825393,6.59875833132414e-05,0.00126800350882445,0.000945761097126624,"3002/9447/2633/5551/3001/29108",6
"GO:0032102","negative regulation of response to external stimulus","18/263","452/18860",0.0398230088495575,2.85574884753861,4.74898582257031,6.94152629811113e-05,0.00132688547195831,0.000989679169645274,"10563/5788/199/56833/6850/1843/8530/240/8870/5728/5800/55872/2268/3559/9636/10062/4067/3082",18
"GO:0010972","negative regulation of G2/M transition of mitotic cell cycle","7/263","73/18860",0.0958904109589041,6.87639981249023,5.98218455949917,7.03958929127263e-05,0.00133862190116856,0.000998432976783021,"1026/983/472/8870/7465/672/5884",7
"GO:0000280","nuclear division","18/263","453/18860",0.0397350993377483,2.84944476619747,4.73821452165431,7.13959667176317e-05,0.00135060453101592,0.00100737041668128,"7153/10403/259266/1843/4288/983/472/51203/5728/9787/3832/64151/4603/10635/1063/4085/9232/10096",18
"GO:0061082","myeloid leukocyte cytokine production","6/263","51/18860",0.117647058823529,8.43659136658466,6.32400073705824,7.39203425848716e-05,0.00139115036483178,0.00103761218810126,"6850/604/7805/9188/29108/5336",6
"GO:1903169","regulation of calcium ion transmembrane transport","10/263","158/18860",0.0632911392405063,4.53867257063099,5.31178705031619,7.67743562005585e-05,0.00143745217686276,0.00107214714974815,"5026/11151/931/4283/3627/7070/930/2833/27075/4067",10
"GO:0002532","production of molecular mediator involved in inflammatory response","9/263","128/18860",0.0703125,5.04218155893536,5.4568810323151,7.82215882918891e-05,0.00145707662680453,0.00108678436579547,"653361/56833/6850/240/923/64581/4792/29108/4067",9
"GO:0045646","regulation of erythrocyte differentiation","6/263","52/18860",0.115384615384615,8.27434922491957,6.24655070234731,8.25951860922254e-05,0.00152102089430412,0.00113447824058722,"6772/677/3398/3148/9636/4067",6
"GO:2000404","regulation of T cell migration","6/263","52/18860",0.115384615384615,8.27434922491957,6.24655070234731,8.25951860922254e-05,0.00152102089430412,0.00113447824058722,"10563/6352/199/11151/3627/29108",6
"GO:0071356","cellular response to tumor necrosis factor","12/263","226/18860",0.0530973451327434,3.80766513005148,5.04966120623933,8.29041791198355e-05,0.00152102089430412,0.00113447824058722,"608/6352/6772/9447/6850/2633/8531/677/672/4792/7805/29108",12
"GO:1902750","negative regulation of cell cycle G2/M phase transition","7/263","75/18860",0.0933333333333333,6.69302915082383,5.87467977609388,8.3750048801498e-05,0.00152885714087135,0.00114032303289198,"1026/983/472/8870/7465/672/5884",7
"GO:0045637","regulation of myeloid cell differentiation","12/263","227/18860",0.052863436123348,3.79089127485302,5.03072078196152,8.64648084456597e-05,0.00157056226684131,0.00117142948127217,"6772/677/4739/2124/9770/4792/3398/3148/7305/9636/4208/4067",12
"GO:0001562","response to protozoan","5/263","33/18860",0.151515151515152,10.8653070630257,6.74516806302178,8.75287009846049e-05,0.00157422309012213,0.00117415996602112,"2633/8870/64581/10538/3394",5
"GO:0036336","dendritic cell migration","5/263","33/18860",0.151515151515152,10.8653070630257,6.74516806302178,8.75287009846049e-05,0.00157422309012213,0.00117415996602112,"6352/56833/240/1236/7852",5
"GO:0070588","calcium ion transmembrane transport","15/263","339/18860",0.0442477876106195,3.1730542750429,4.80124608186159,8.86161667047021e-05,0.00158596874822974,0.00118292065668248,"5788/5026/11151/489/931/4283/3627/7070/930/1236/2833/27075/5336/80228/4067",15
"GO:0002703","regulation of leukocyte mediated immunity","13/263","264/18860",0.0492424242424242,3.53122479548335,4.92536783335719,9.07009603895669e-05,0.00160011384694168,0.00119347100925143,"5788/6850/604/163486/64581/3684/22890/2268/9188/7305/5336/51571/4067",13
"GO:0051928","positive regulation of calcium ion transport","8/263","102/18860",0.0784313725490196,5.62439424438977,5.56900273360412,9.10218321772602e-05,0.00160011384694168,0.00119347100925143,"6352/5026/931/4283/3627/7070/930/2833",8
"GO:0006801","superoxide metabolic process","7/263","76/18860",0.0921052631578947,6.60496297778667,5.822389615199,9.11622809127936e-05,0.00160011384694168,0.00119347100925143,"653361/6850/64581/4688/3684/7305/6505",7
"GO:1905818","regulation of chromosome separation","7/263","76/18860",0.0921052631578947,6.60496297778667,5.822389615199,9.11622809127936e-05,0.00160011384694168,0.00119347100925143,"10403/1843/472/9787/64151/1063/4085",7
"GO:0009314","response to radiation","18/263","462/18860",0.038961038961039,2.79393610192089,4.64256945130538,9.15978619585899e-05,0.00160011384694168,0.00119347100925143,"5788/1843/1396/3627/1026/1281/472/8864/4318/55872/8553/22890/10635/672/1894/9768/3398/7076",18
"GO:0050856","regulation of T cell receptor signaling pathway","6/263","53/18860",0.113207547169811,8.11822942822297,6.17114730546389,9.20617385088699e-05,0.00160055908236135,0.00119380309535061,"5788/2633/7070/1445/1236/7805",6
"GO:0032755","positive regulation of interleukin-6 production","8/263","103/18860",0.0776699029126214,5.56978847502676,5.53030113601643,9.75137582633343e-05,0.00168731152331485,0.00125850881829507,"5450/199/6850/64581/7805/29108/7305/5336",8
"GO:0032729","positive regulation of type II interferon production","7/263","77/18860",0.0909090909090909,6.51918423781542,5.77103268423715,9.91001699813126e-05,0.00170333051687173,0.00127045684589577,"914/929/64581/29108/9636/51571/3394",7
"GO:0002833","positive regulation of response to biotic stimulus","18/263","465/18860",0.0387096774193548,2.77591070771495,4.61119475466954,9.93726102694272e-05,0.00170333051687173,0.00127045684589577,"6352/3002/9447/6850/929/64581/5551/6279/9450/4792/29108/3148/7305/5336/57162/6565/10062/4067",18
"GO:0006874","intracellular calcium ion homeostasis","14/263","304/18860",0.0460526315789474,3.30248148889334,4.81289643090275,9.99219993159369e-05,0.00170474401636676,0.00127151112754712,"6352/5788/11151/489/4283/3627/7070/5579/930/1236/2833/664/5336/4067",14
"GO:0044818","mitotic G2/M transition checkpoint","6/263","54/18860",0.111111111111111,7.96789184621884,6.09769677468233,0.000102371553347786,0.00173841181987334,0.00129662280788604,"1026/983/472/8870/672/5884",6
"GO:0045807","positive regulation of endocytosis","10/263","165/18860",0.0606060606060606,4.34612282521028,5.13377552034239,0.000110161350157068,0.00186203282140489,0.00138882754803283,"5788/6850/2210/7422/929/64581/1236/1794/29108/5336",10
"GO:0000819","sister chromatid segregation","12/263","233/18860",0.0515021459227468,3.69327175704564,4.91929015200262,0.000110719619489838,0.0018628448422,0.00138943320698623,"7153/10403/1843/983/472/51203/9787/3832/64151/1063/605/4085",12
"GO:0051983","regulation of chromosome segregation","9/263","134/18860",0.0671641791044776,4.81641223540094,5.27230988188427,0.000111343701098808,0.0018647516179438,0.00139085540677265,"10403/1843/983/472/9787/64151/1063/605/4085",9
