"x"
"AOX1"
"IGLV4-60"
"FYB1"
"CALML4"
"CD247"
"COL1A2"
"PITX1"
"AASS"
"CD58"
"ALOX5"
"KCNQ1"
"SCD"
"IL21R"
"EDNRB"
"PLN"
"NAIP"
"YME1L1"
"IKZF1"
"BTN3A1"
"SH2D1A"
"NREP"
"RUNX1-IT1"
"SLC6A3"
"BMP5"
"P2RY13"
"ST6GAL1"
"ELL2"
"JUNB"
"SERPINA3"
"KLRB1"
"CDK5"
"APOBEC3F"
"FOS"
"TPD52"
"CDO1"
"RTN1"
"C1orf21"
"OLFM1"
"HLA-DMA"
"PIGA"
"SLC2A6"
"SPRY2"
"SELPLG"
"CYBB"
"ZFP36"
"CA2"
"COL5A1"
"TBX3"
"GBP1"
"TPPP3"
"ITGB7"
"FCGR1BP"
"CD6"
"PAX5"
"IGLC1"
"QPCT"
"MSX2"
"CSF1R"
"EREG"
"NPY1R"
"AKR1C1"
"BCL6"
"CX3CL1"
"BTN3A2"
"FCMR"
"GRAMD2B"
"CYTIP"
"CRLF1"
"XIST"
"MRPL35"
"HLA-DPB1"
"CD79A"
"CD72"
"PNOC"
"DENND1B"
"IFI30"
"FOXC2"
"CDKN1A"
"ACACB"
"CRY2"
"KCNK3"
"XCL1"
"BLNK"
"ZC3H12A"
"VEGFA"
"TMEM100"
"THY1"
"CLEC4A"
"MEG3"
"ABCC3"
"CSK"
"NOL3"
"IER2"
"DHRS9"
"CHST7"
"TRIM14"
"LIPE"
"FCGR2C"
"CCNL1"
"SEMA3E"
"MKI67"
"LTBP4"
"SVEP1"
"BIN2"
"CXCL8"
"FCGR2B"
"CDK1"
"CSF2RA"
"JAK2"
"GABARAPL1"
"CX3CR1"
"LOXL1"
"PRG2"
"SLCO4A1"
"COL3A1"
"ITGAX"
"TNFRSF25"
"ATM"
"TACC3"
"NLRP3"
"GGT5"
"IL2RG"
"TRIM33"
"ZFAND5"
"BTN2A2"
"NUP210"
"GOLM1"
"ME2"
"IGKV1-5"
"EAF2"
"ITGA7"
"GASK1B"
"PPFIA2"
"MARCKS"
"PLIN2"
"KCNAB1"
"PVRIG"
"NR4A3"
"PKD1P6-NPIPP1"
"SPTBN1"
"MAPK8"
"LY9"
"SMAD3"
"WNT11"
"SELL"
"TMEM51"
"ADGRE2"
"CXCL2"
"DPP3"
"CP"
"NUSAP1"
"ABCA8"
"DDIT4"
"ARG2"
"CD38"
"CCR2"
"EIF4A1"
"CDH19"
"GPR171"
"TREM2"
"HLA-DQB2"
"ISG20"
"TMEM158"
"S100A9"
"DPT"
"CEMIP"
"CBR1"
"CD14"
"HPSE"
"SCN9A"
"SAMSN1"
"CYBA"
"ST14"
"NLGN4X"
"ABLIM1"
"SASH1"
"PBXIP1"
"AREG"
"CASP1"
"TF"
"KLHL21"
"CXADR"
"CLDN5"
"BCL2A1"
"WASF3"
"TNS3"
"SLC35F5"
"RUNX3"
"SERPINA5"
"SPP1"
"SDC4"
"SOX9"
"CCR1"
"GRB10"
"BIN3-IT1"
"IER3"
"PID1"
"SFRP1"
"IL1R1"
"LYVE1"
"PILRA"
"ZNF395"
"IDH2"
"BAG3"
"EGFR"
"MT1X"
"LAIR1"
"LYZ"
"PDLIM7"
"CLEC7A"
"YBX3"
"TMEM176B"
"LAT2"
"MELK"
"PSMB9"
"PDE4B"
"PRF1"
"PLAAT4"
"LGR5"
"PSMD11"
"PRKCB"
"BUB1"
"BATF"
"CHN1"
"CD19"
"ENTPD1"
"CCR7"
"DCXR"
"WASL"
"ZNF710"
"IFIT1"
"PLXNA1"
"CFP"
"MSR1"
"GTSE1"
"AURKA"
"SOX4"
"AKAP1"
"GSN"
"NLGN1"
"GPHN"
"CD180"
"FBLN2"
"MNDA"
"ATP1A2"
"OLFM4"
"VOPP1"
"RND3"
"BCLAF1"
"KCNMA1"
"FSTL3"
"MCM5"
"FMO1"
"SLC16A7"
"FCN1"
"RASSF4"
"PNPLA2"
"PIK3CG"
"ADGRG2"
"PLS1"
"NID2"
"OAS1"
"PPARGC1A"
"NEUROG3"
"APOBEC3G"
"RHOB"
"CTSS"
"TIPARP"
"PPP2R5C"
"CXCR3"
"TCL1A"
"SIGLEC1"
"PGAP1"
"CD8A"
"GZMA"
"IL5RA"
"FOXO3"
"NAV2"
"TNS2"
"SNX10"
"GM2A"
"NCF2"
"PTEN"
"DDX24"
"CD86"
"CDC42EP4"
"IGFBP6"
"S100A8"
"IFI27"
"PTPRO"
"ADCY7"
"TRDC"
"IGLL1"
"NAALAD2"
"DOCK2"
"PARD3"
"DENND2D"
"BAIAP2"
"MAB21L2"
"FHL5"
"DEF6"
"H1-10"
"ARRB2"
"CELSR1"
"INHBB"
"FPR3"
"TRDV3"
"GHR"
"HLA-DRB6"
"PDLIM3"
"SLC38A12"
"APOL1"
"TTC9"
"GPC5"
"FUT7"
"ARAP2"
"ZAP70"
"STK24"
"PIM2"
"NMI"
"RBPMS"
"GJA4"
"LOC100996756"
"LSM12"
"ENC1"
"ADAMTS5"
"MAP1B"
"PASK"
"KLHL29"
"C6"
"VNN2"
"ITGB2"
"RHOBTB3"
"PDCD1LG2"
"KYNU"
"FOXC1"
"ST8SIA1"
"ACKR1"
"HIF3A"
"BCL11B"
"YAP1"
"HS3ST3A1"
"CD48"
"DLGAP5"
"RETREG1"
"PER2"
"NOD2"
"HLA-DOA"
"RHOBTB1"
"CCR6"
"MT1F"
"LTA4H"
"NPRL2"
"DNAJB1"
"DOK2"
"ASPN"
"HES1"
"RNASE4"
"SNED1"
"GULP1"
"MMP9"
"FBP1"
"RRP12"
"P2RY2"
"CORO7"
"SIX3"
"ABHD5"
"HCK"
"SPAG4"
"GEMIN4"
"RGS16"
"HBE1"
"SYNE1"
"FMO2"
"KIF11"
"FZD2"
"NCF4"
"VAMP8"
"WNT5A"
"DYRK3"
"FMNL1"
"TK1"
"LCP1"
"LILRB4"
"RASGRP3"
"TSPAN1"
"NUDT1"
"ACAP1"
"PKIA"
"CDC20"
"ARHGAP15"
"DIO3"
"ZFP36L1"
"ETS2"
"GNG7"
"EMX2"
"STC1"
"SAC3D1"
"NTRK2"
"RBM47"
"TAPBPL"
"MREG"
"BHMT2"
"OSR2"
"HNRNPA1"
"CFD"
"PPL"
"FCGR3B"
"OLFML2B"
"CHRDL1"
"GPSM3"
"MAP4K1"
"PLAC8"
"FOXO1"
"MACROH2A2"
"BTG2"
"TENM4"
"CNR1"
"CENPA"
"DOCK4"
"LAP3"
"ID4"
"BANK1"
"KLF2"
"PER3"
"PHKA1"
"MT1E"
"KIF4A"
"KLHL22"
"GALNT6"
"IL15"
"ZFPM2"
"ST8SIA4"
"FRMD4B"
"SMARCAL1"
"ARID5B"
"GATA3"
"KCNN4"
"MAPK13"
"ZNF107"
"TM4SF1"
"PLGRKT"
"CAMTA1"
"TBL1X"
"GNLY"
"OTULINL"
"LRCH4"
"HCP5"
"ATP9A"
"LOC100288570"
"CTH"
"ITGAM"
"RMND5A"
"ZBED2"
"LYL1"
"CXCL12"
"CIDEC"
"ADIRF"
"NRGN"
"NPL"
"NCAPG"
"TRA2B"
"NAMPT"
"CCL24"
"H2AJ"
"SHOX2"
"LY96"
"BNIP3"
"IFT122"
"LY86"
"CHKA"
"PDE1C"
"BZW1"
"PSMB8"
"PBK"
"CCL13"
"DFFB"
"KMO"
"APOBEC3B"
"HS3ST2"
"ZNF671"
"GALNT3"
"BHLHE40"
"CPVL"
"CAPG"
"ALPL"
"MTUS1"
"DTL"
"CDH11"
"LCP2"
"GPRASP1"
"CD300A"
"NPC1"
"WWC1"
"TAGLN"
"RGS2"
"PRDM1"
"ZMYM2"
"PTPN6"
"SLC25A37"
"DAAM2"
"ZFP36L2"
"TNFRSF10B"
"SPPL2B"
"NCKAP1L"
"TNFSF10"
"EFNB2"
"CD7"
"FEM1B"
"LOXL2"
"TSPAN2"
"CRTAM"
"ENOSF1"
"VAC14"
"TNFSF15"
"TRIM29"
"IL18"
"DST"
"GZMK"
"NEDD9"
"PHLPP1"
"KANSL1L"
"CLEC10A"
"NID1"
"PDE6D"
"RPS21"
"ZNF74"
"MT1H"
"STK10"
"PCDH12"
"WEE1"
"AHNAK"
"NAGK"
"STXBP6"
"CD28"
"ACSM5"
"CD74"
"SERPINA1"
"H1-0"
"MARCO"
"PIM1"
"DOK3"
"YTHDC1"
"ASTE1"
"CASKIN2"
"SOCS2"
"CBLB"
"PLEK"
"LRRC1"
"CTSH"
"JADE2"
"CD4"
"LPXN"
"FADS3"
"HNRNPM"
"NPR2"
"ZBTB1"
"SLC46A3"
"PCDH9"
"STXBP2"
"TOB1"
"TYMS"
"NDNF"
"MYBL1"
"RMI1"
"GSAP"
"RAD51AP1"
"TNFRSF10D"
"RESF1"
"ENPP1"
"NDRG2"
"CCL25"
"PIK3CD"
"CXCR4"
"KLHL26"
"PLEKHO1"
"EGOT"
"DLC1"
"TMX4"
"TOP6BL"
"C1QA"
"PRKX"
"CSF2RB"
"KCNJ6"
"PPP4R4"
"COL5A2"
"TPX2"
"RASGRP2"
"HSPB2"
"CDCP1"
"RNASET2"
"FAXDC2"
"RND1"
"CRLF3"
"C1orf54"
"NTRK3"
"MDK"
"ARHGAP4"
"DUSP4"
"ABHD3"
"ABTB2"
"EVI2A"
"LINS1"
"CD33"
"P2RX7"
"RBM4"
"MAP3K12"
"SKP2"
"PC"
"ATP2C1"
"BIRC3"
"TRAF3IP2"
"SLC3A2"
"SMPDL3A"
"BRWD1"
"NRG2"
"GLRX"
"MS4A6A"
"DDX60"
"RETN"
"CYLD"
"PPARG"
"KLF6"
"ASS1"
"IGH"
"TMEM47"
"GMFG"
"ARHGAP45"
"BRCA1"
"USP19"
"SPOCK1"
"MICAL2"
"EVI2B"
"SLC39A8"
"CLDN7"
"SMCO4"
"EFHD1"
"SPATA2"
"USH1C"
"PAK5"
"ECT2"
"C2"
"SERPINB10"
"NXPE3"
"EHBP1"
"CDC14A"
"PNRC1"
"EIF5"
"SP140"
"ZFHX3"
"IRF4"
"PTPRG"
"PSME2"
"BMAL1"
"THEMIS2"
"CYFIP2"
"REST"
"DPYSL3"
"TRIM22"
"NNMT"
"PLBD1"
"BICD2"
"RABGAP1L"
"MC3R"
"PIK3R1"
"RASSF2"
"FN1"
"SLC7A7"
"DCK"
"CCDC170"
"RYR2"
"TOM1L1"
"DUSP8"
"GYPB"
"IDO1"
"FGR"
"ITM2C"
"TAPBP"
"IL10RA"
"SYNGR2"
"TDO2"
"PCLAF"
"GNPTAB"
"MAPRE3"
"APOL2"
"GIMAP6"
"OLR1"
"PNMT"
"GPR20"
"TLN2"
"CENPF"
"AQP7"
"CITED2"
"SAV1"
"TGFB2"
"SLC37A4"
"VAV3"
"EMP1"
"DCLRE1A"
"DDR2"
"SPINT2"
"CLSTN2"
"BIN1"
"NAGA"
"TSPYL2"
"VAV1"
"GEM"
"CTSB"
"ARHGDIB"
"SRSF7"
"SEMA4C"
"NFKBIA"
"SRPX"
"MLF1"
"SPI1"
"SRD5A1"
"TEX2"
"HMMR"
"MTHFD2"
"TENM1"
"FCER1A"
"THOC5"
"ROR2"
"MNAT1"
"MMP24"
"CRYAB"
"EXOSC2"
"BCL7A"
"ANG"
"SEL1L"
"SSR4"
"ZBTB7A"
"SPIDR"
"ARPC1B"
"AGA"
"ADRA2A"
"PSMB10"
"LAPTM5"
"SORT1"
"IL2RA"
"CADM4"
"SNAI1"
"SH3BP5"
"SLC16A3"
"LGALSL"
"CLDN11"
"ID2"
"SLAMF1"
"FGF2"
"MT1G"
"ALCAM"
"ENPP4"
"DDX21"
"AOC2"
"CTSC"
"BMP1"
"SLPI"
"HIRIP3"
"TSPAN13"
"GPR137B"
"PYCARD"
"LHCGR"
"DNAJC12"
"FZD10"
"SCML1"
"SPMAP2"
"XPNPEP2"
"SPAST"
"PDE4D"
"UBA7"
"GMIP"
"KDELR3"
"CYTH4"
"LPP"
"VEGFC"
"BCR"
"DMXL2"
"NUP62"
"SEMA4A"
"IQGAP2"
"EBF2"
"DCT"
"PRKCQ"
"ELF4"
"MID1IP1"
"RPGR"
"C7orf25"
"FGFR1"
"ME1"
"FASN"
"PLXNB2"
"CD200"
"XAF1"
"HMGB2"
"USP12"
"JMJD4"
"TYROBP"
"IER5"
"CLCN3"
"SIGLEC15"
"VGLL4"
"KCNJ5"
"MX2"
"SLF2"
"LIME1"
"FAH"
"PRDX4"
"BTK"
"ACKR3"
"KNTC1"
"DYNC2I1"
"SRGN"
"LY75"
"ZNF230"
"SCAF4"
"BMP4"
"FGF9"
"ITK"
"SH3BP2"
"CLN6"
"NPR1"
"SAP30"
"SPOCK2"
"RGCC"
"PF4V1"
"LBR"
"IL1B"
"IL1RL1"
"CAMK1D"
"GVINP1"
"TUSC2"
"PEX5"
"PRSS23"
"KCNAB3"
"WAS"
"UAP1"
"MAT2A"
"GALNT1"
"HNMT"
"SHCBP1"
"PLA2G2E"
"NBN"
"CD3E"
"KCNH6"
"SYNGR1"
"TMEM97"
"SIT1"
"CEP72"
"SPSB1"
"ADH5"
"SLC25A4"
"MZF1"
"EPOR"
"GPR25"
"PTN"
"CFH"
"PLPPR4"
"GEMIN6"
"SORBS3"
"FFAR2"
"TSC22D1"
"UBN1"
"LINC00312"
"TENT5C"
"ACP5"
"ABCA5"
"IL7"
"CD300C"
"HYMAI"
"RAD17"
"LXN"
"APOB"
"CSRP2"
"CD53"
"LGR4"
"CASP8"
"STK3"
"HLA-G"
"PLCG2"
"PCSK7"
"REV3L"
"MATK"
"PHF1"
"MOCS1"
"ISG15"
"CCNE1"
"CSPG4"
"CD3G"
"TIA1"
"SSRP1"
"AKR1C2"
"PELI1"
"SLC15A2"
"PTPN7"
"ARHGAP6"
"TBC1D9"
"MR1"
"DOCK9"
"SPRY1"
"SLC39A14"
"THAP9-AS1"
"ARMCX1"
"DNAJC10"
"MTMR2"
"MKNK2"
"GGH"
"TMEM127"
"P2RY6"
"PARP12"
"PPCDC"
"EPB41L3"
"TIMP1"
"FOLR2"
"BDKRB2"
"SLC15A3"
"ATOX1"
"MCM10"
"MAN2B1"
"DIMT1"
"PSTPIP1"
"PIGV"
"LGMN"
"KCNE4"
"JAG1"
"PCOLCE2"
"SGPL1"
"PHTF2"
"GCA"
"TRAPPC14"
"CNPY3"
"ACOT7"
"TTLL1"
"TOX"
"SLC1A1"
"ABCC10"
"CCDC88A"
"CORO2B"
"TAF1C"
"GAS2L1"
"MCHR1"
"IL1RN"
"STON1"
"AR"
"MPPE1"
"ABCC4"
"TPD52L1"
"CYRIB"
"MAGEA3"
"ATP6V0E2"
"DOCK6"
"MAN1A1"
"MSL3"
"ST3GAL6"
"TAGLN2"
"SGCD"
"RIGI"
"CHRM3"
"AXL"
"DAPP1"
"CKAP2"
"BAX"
"LAX1"
"RCBTB1"
"LAMA4"
"LY6E"
"EXOC2"
"IRAK3"
"MAD2L1"
"NFE2L3"
"ALDH6A1"
"MEF2C"
"DUSP5"
"LMO3"
"LRRC17"
"SECTM1"
"OLFML1"
"HEATR3"
"LPAR2"
"PCDHB6"
"ANGPTL2"
"GTPBP4"
"FER"
"AKIRIN1"
"EMP3"
"SSX2IP"
"ADISSP"
"BTG1"
"MYO1F"
"MTHFR"
"LZTS1"
"RPS6KA1"
"VDR"
"CRYBG1"
"DNAJB12"
"RECK"
"HSD11B1"
"ERAP1"
"MARCHF1"
"GRN"
"ICA1"
"GGA2"
"CXCR6"
"LPAR1"
"CENPM"
"TNFSF9"
"CCNG2"
"ORAI2"
"MRPS11"
"TEFM"
"TMEM135"
"DIAPH2"
"NCR3"
"PRKACB"
"RAP2B"
"MICB"
"TBC1D31"
"PLA2G7"
"ACP2"
"HOXB6"
"RFX5"
"CKLF"
"AOC3"
"LDLRAD4"
"ZKSCAN4"
"SLC29A3"
"NUP43"
"NUP42"
"IRF8"
"NR1H3"
"SHTN1"
"ADH1A"
"PLCH2"
"ZNF652"
"ENG"
"PHGDH"
"CCN5"
"OVGP1"
"ARPC5"
"RALGPS2"
"SMAD7"
"TLR1"
"GIMAP4"
"BTG3"
"CCDC59"
"MARCKSL1"
"DTNB"
"ABCG1"
"TGIF1"
"PLXDC1"
"TFAP2A"
"KLF5"
"ZBTB14"
"CCNB1IP1"
"PCDHB12"
"ARHGEF18"
"CDC5L"
"SRF"
"FERMT2"
"YIPF2"
"PXDC1"
"OXLD1"
"ADAP2"
"UBE4B"
"FADD"
"RELA"
"RAN"
"PTTG1"
"TRIB2"
"DNAH9"
"ELANE"
"TFEC"
"STAG3L4"
"SLC36A1"
"BAZ1B"
"PGAP6"
"GUCY1B1"
"SIGLEC7"
"ZNF331"
"MECOM"
"CD244"
"MAPK7"
"VASH1"
"EPHB3"
"SEMA3G"
"PTAFR"
"SEC23B"
"SPCS3"
"UBE2L6"
"IFIH1"
"CMAHP"
"NOC4L"
"ACTR3"
"SPEN"
"PLCB4"
"HOXC10"
"LMO4"
"LYN"
"SLC31A2"
"HGF"
"RADX"
"SPATA6L"
"SLC25A36"
"PGRMC2"
"IFNAR2"
