"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"202171_at",-0.73068532478444,7.65933901929425,-4.78220990532949,9.36149629017992e-05,0.00191825255381977,1.02608859087165
"210303_at",-1.67971317346946,3.95767604330517,-4.7820037574335,9.36614808847958e-05,0.00191825255381977,1.02559525766248
"208890_s_at",1.21959206545178,8.34563933853545,4.77988213716075,9.41415883476589e-05,0.00192515023233522,1.0205179466299
"215804_at",0.850929311021659,2.94005144735682,4.77975225143283,9.41710610440871e-05,0.00192515023233522,1.02020711010702
"209324_s_at",-1.60316768090687,7.75924576701759,-4.77777344016034,9.46212304711868e-05,0.00193253276778996,1.01547146477323
"211330_s_at",0.808844609831286,5.85749506057376,4.77732327601187,9.47239431162809e-05,0.00193253276778996,1.01439413044548
"212695_at",-2.07122071446206,5.24931057858668,-4.77702366384863,9.47923670598403e-05,0.00193253276778996,1.01367709519048
"208070_s_at",-1.14512748652527,8.55142712114954,-4.77613501150024,9.4995606358576e-05,0.00193490593828898,1.01155035080893
"207571_x_at",1.27247048352645,7.77508443040393,4.77399145994168,9.54876575311923e-05,0.00194315202992471,1.00642028124157
"37408_at",0.80168530137989,9.45513180334716,4.77307911670948,9.56978643692144e-05,0.00194565283917811,1.00423677969949
"210154_at",1.94134465025961,6.22397077219282,4.7710519126004,9.61666104814258e-05,0.00195340071226765,0.999385030072182
"204698_at",1.88043315286967,3.52414266209118,4.76908865396783,9.66227771682925e-05,0.00196087918364395,0.994686240086188
"205397_x_at",-1.90615902030122,5.31403934100421,-4.76868352169394,9.67171815979408e-05,0.00196100906055224,0.993716601594138
"202595_s_at",0.863069396399775,7.41703605379996,4.76526817733718,9.75167349838289e-05,0.001975361322862,0.985542224410083
"213176_s_at",-2.00660310632422,5.69673090230538,-4.76490420837679,9.76023343567322e-05,0.001975361322862,0.984671077171341
"200677_at",0.576840122385998,10.3247274551419,4.7640605246906,9.78010459847722e-05,0.00197714337037616,0.982651738788838
"218355_at",1.54152050977354,4.5139423632085,4.76348258719937,9.79374021297662e-05,0.00197714337037616,0.981268449745243
"203541_s_at",-0.985326701983273,5.38095941474138,-4.76340140434547,9.79565714174606e-05,0.00197714337037616,0.981074138652201
"207265_s_at",0.799101780055846,8.3974090685325,4.76289150205649,9.80770585293951e-05,0.0019777837965706,0.979853684901866
"208581_x_at",-1.26436527161421,12.4747764353049,-4.75793831523724,9.92552723328133e-05,0.00199973348407964,0.967997935801393
"204401_at",1.52977330894,5.9937684418725,4.75723353436889,9.94240740982164e-05,0.00199996821819339,0.96631096110703
"202035_s_at",-1.56072808179172,6.21040536149933,-4.7571402871152,9.94464293747822e-05,0.00199996821819339,0.966087762267972
"202388_at",-1.47739551294166,9.56097135716542,-4.75527883612941,9.98937589349328e-05,0.00200715295793247,0.961632113505661
"202364_at",-0.874761553774131,9.28569677898689,-4.75237701995671,0.000100595150172851,0.00201909098674201,0.954686068363311
"209642_at",1.79076508859202,3.87183939323753,4.75207216368933,0.000100669123828496,0.00201909098674201,0.953956327930331
"206662_at",-1.35310513928368,10.31143392827,-4.7493953134603,0.000101321023060682,0.00202907982788423,0.947548623282636
"204057_at",1.05446581677776,8.29568263849622,4.74927970574557,0.000101349272918151,0.00202907982788423,0.947271884512703
"212225_at",-2.94573383334386,6.73186103542162,-4.74647302239128,0.000102037554350271,0.00204102587395609,0.940553241653677
"205190_at",-1.72982583229546,5.07612775111837,-4.74577543335856,0.000102209353500324,0.00204159234892095,0.938883329316567
"221584_s_at",1.74378169667155,7.96083553858982,4.74561414473312,0.000102249116429376,0.00204159234892095,0.938497229847995
"200811_at",-0.740951683937154,9.69522565022468,-4.74473990356815,0.000102464916958831,0.00204406960124765,0.936404426417736
"206660_at",1.68975245019205,3.88023681279078,4.74403253986869,0.000102639860840945,0.0020441300263799,0.934711092612642
"204160_s_at",-1.15696610512619,7.88059007397949,-4.7439669121173,0.00010265610702783,0.0020441300263799,0.934553988117354
"214949_at",0.984923968342361,6.74122338859093,4.74361547008495,0.000102743150812076,0.0020441300263799,0.933712679228556
"222040_at",-1.56130534664646,6.82273124048686,-4.74140154449783,0.000103293200084254,0.00205324030105035,0.928412762990916
"208373_s_at",1.12823401231206,6.75105409066114,4.74039203242609,0.000103544997353877,0.0020549060357393,0.925996062909928
"209035_at",1.37127499284459,5.45811484542885,4.740326212288,0.000103561435988656,0.0020549060357393,0.925838493550143
"215146_s_at",-0.782085822019271,7.0568269117719,-4.73845110201969,0.000104030852739537,0.00206238388931949,0.921349562671836
"207902_at",1.70747338366395,5.04024784845534,4.73713932643803,0.000104360518005624,0.00206708037575052,0.918209193208888
"216558_x_at",1.92565138877164,4.2308395375512,4.73434623441398,0.000105065967866306,0.00207920511719796,0.911522476339456
"219191_s_at",1.99751234676856,4.88951438390586,4.73284695762101,0.000105446619521793,0.00208488644436922,0.907933122987751
"205812_s_at",0.700857609835488,10.192057200629,4.73224642753996,0.000105599477739815,0.00208605776815274,0.906495409293592
"209716_at",-0.987741825242277,8.67044311356039,-4.72607634883374,0.000107182993801795,0.00211546381832188,0.891723431804644
"216064_s_at",1.26517271175011,6.03252232711759,4.72456427828375,0.000107574694987536,0.00212033306130472,0.888103241022353
"220577_at",1.1830877855457,6.27458140347683,4.72438970678959,0.000107620010426587,0.00212033306130472,0.887685280553304
"204192_at",2.44413211954885,6.949368175041,4.72386965545661,0.000107755119884513,0.00212111955511184,0.886440166579327
"212768_s_at",-1.75469204722621,2.52136237418811,-4.72289542325363,0.000108008685775885,0.00212258560303396,0.884107634911235
"204132_s_at",-1.29703502125289,8.02626361552048,-4.7228515906301,0.00010802010832655,0.00212258560303396,0.884002689365667
"212906_at",-0.759534168878104,7.4180743930683,-4.72232955187574,0.000108156242478988,0.00212338815080114,0.88275280422005
"212533_at",-1.43848217712306,6.36566131246044,-4.72124035647304,0.000108440833191286,0.00212710130809985,0.880144997011842
"203708_at",-1.79846125200006,8.35985182446144,-4.71861933032519,0.000109128764867346,0.0021377100244495,0.873869526018494
"217362_x_at",1.66934612518141,8.82525231544336,4.71844931135594,0.000109173540718195,0.0021377100244495,0.873462449269988
"219551_at",1.93946378807294,5.97685336420648,4.71744445804564,0.000109438555071831,0.00214101784255101,0.871056517916571
"221830_at",0.878803307680314,8.54708119226382,4.71066110824454,0.000111244592678582,0.00217343333835462,0.854814668178694
"205819_at",1.43207263098839,9.93649389154679,4.71048992780517,0.000111290555089648,0.00217343333835462,0.854404790001865
"212129_at",0.771724512008842,8.80482372165892,4.71003628090216,0.000111412453055303,0.00217390866149853,0.853318565893977
"41660_at",1.67534382708275,2.88948917509115,4.70906122361982,0.000111674912905962,0.00217712343331894,0.850983852885749
"210471_s_at",-1.60685008110557,5.32590758557535,-4.70668292325809,0.00011231770432717,0.00218774073909294,0.845289105561317
"202237_at",-1.17203408768277,11.4831208260157,-4.70463241165281,0.000112874894274355,0.00219667359748075,0.840379171031151
"203060_s_at",0.925756098438893,8.49286290893393,4.70299549643069,0.000113321694669164,0.00220344443482808,0.836459547649113
"204692_at",1.40018162634576,5.90265421724769,4.70184326581427,0.000113637267016809,0.0022076540723065,0.833700488182473
"209539_at",0.855536792779992,7.57354741734901,4.69927006778768,0.000114345212582626,0.00221940177191365,0.827538803554635
"217931_at",1.11637700364842,5.95157728995024,4.69892251570379,0.000114441172011344,0.00221940177191365,0.826706561369798
"206398_s_at",1.78603806776348,5.60522851136306,4.69711715597506,0.000114940939866873,0.00222715562004655,0.822383452435371
"215113_s_at",-1.36373682208627,4.79102414575878,-4.69609906607732,0.00011522374084129,0.00223069558398476,0.819945518478851
"210038_at",1.22638848524159,6.22986380072352,4.69468239475926,0.000115618424589756,0.0022363935374423,0.816553112732207
"208623_s_at",0.92006906881315,8.52370348355893,4.69404450031136,0.000115796585886061,0.00223789707137823,0.815025582124661
"218251_at",-1.22482197590613,8.46572237355724,-4.69191191071072,0.00011639421915687,0.00224730773728339,0.809918749814389
"212413_at",0.8030825873715,6.05916740503419,4.69158810721588,0.000116485232534323,0.00224730773728339,0.809143344694187
"219700_at",1.04185774479951,7.49674220368275,4.68969300877487,0.000117019338189292,0.00225565909417993,0.804605167756752
"201377_at",-0.853878949808378,7.22077698804635,-4.68926150842424,0.000117141294527025,0.00225605831110258,0.803571851118619
"219195_at",-1.7232131342766,4.65396741235348,-4.68823869299313,0.000117430887688738,0.00225968261689823,0.801122499347896
"221844_x_at",0.795953124589266,9.56132295379239,4.68767004110688,0.00011759220373051,0.00226083440528641,0.799760734441513
"200839_s_at",0.948534339533829,11.7767856821159,4.686916912255,0.000117806196027411,0.00226299609144724,0.797957191888401
"213496_at",1.16522875176809,6.1275127741919,4.68218813513664,0.00011915881005721,0.00228695010499433,0.786632878632429
"203851_at",-1.69545326008506,9.36115526001652,-4.68174945223452,0.000119285080369002,0.00228695010499433,0.785582322607969
"202951_at",0.94159182962416,7.75304729434897,4.68148563880809,0.000119361081187829,0.00228695010499433,0.784950542225197
"210512_s_at",-2.05530883597007,8.5731826932798,-4.68041388948865,0.000119670338336453,0.00229090562641854,0.782383908817486
"201487_at",1.24703080289349,9.09245922874044,4.67854568837364,0.00012021134473316,0.00229928703406782,0.777909895531566
"222077_s_at",0.865057512429461,6.02933245102761,4.67760214996308,0.000120485516286247,0.00230017799139074,0.775650272070582
"203232_s_at",1.27428636307003,7.50556881608157,4.67736362226485,0.0001205549268461,0.00230017799139074,0.77507903485536
"214378_at",-1.14932882655148,5.21597091078523,-4.67732007647457,0.000120567602833747,0.00230017799139074,0.774974749305721
"213341_at",-0.719658843163917,6.85368293877,-4.6749458969768,0.000121260751035266,0.00231142285313844,0.76928891890544
"204112_s_at",1.17805494718644,8.75812092376169,4.67330272733959,0.00012174282691238,0.00231807224809827,0.765353720131044
"206461_x_at",-1.44644783483513,11.8523363955576,-4.67304829220425,0.000121817645852133,0.00231807224809827,0.764744375229137
"207173_x_at",1.48143094837212,9.0136180813542,4.67171284123318,0.000122211107043918,0.0023235751691635,0.761546102028784
"208152_s_at",-1.24869827049634,9.39026795336756,-4.66853254027894,0.000123153272000396,0.00233949220800071,0.75392952123111
"203244_at",-1.18125194882342,8.06773222502389,-4.66757853496685,0.00012343731955511,0.00234101476086614,0.751644730555976
"212455_at",-0.763575742604685,9.48627224874949,-4.66755767635023,0.000123443537405992,0.00234101476086614,0.751594775205887
"202901_x_at",1.49903082887467,7.65605192033606,4.66585279037485,0.000123952823103634,0.00234867411328085,0.747511643527223
"221969_at",2.16024799336197,5.38000581890723,4.66542034132066,0.000124082340800982,0.00234913067125597,0.746475941337434
"206988_at",-1.39972641461514,3.85609594473779,-4.6647664881659,0.000124278427383836,0.00235084566841597,0.744909979697018
"218486_at",-0.890905290163941,7.93688945420532,-4.66196451928521,0.000125122259613757,0.00236480009412497,0.738199289493185
"205885_s_at",1.92259512481458,4.09383784891981,4.66158231805353,0.000125237808298716,0.00236497803586466,0.737283915275989
"210506_at",1.66504178594342,3.63175265565357,4.65994953593268,0.000125732648707186,0.0023723121178173,0.733373377258466
"214435_x_at",0.841595405664079,6.88435893318674,4.65950522716837,0.000125867643821322,0.00237285000615103,0.732309246801036
"209210_s_at",-0.909752313462649,9.78925260950429,-4.65744335876729,0.000126496016913846,0.00238268025772716,0.727370997923025
"209267_s_at",1.34371373601466,7.69182898981026,4.65622327205407,0.00012686933550086,0.00238769375250478,0.724448828749887
"205159_at",1.38468660491788,8.40810407432672,4.65546987976376,0.000127100409886566,0.00239002399451675,0.722644409791955
"205383_s_at",-0.957933728682225,9.42789893912122,-4.65002859643114,0.000128781942570347,0.00241960204577996,0.709612073808418
"200749_at",-1.03087648664413,8.31846770340633,-4.64659354637736,0.000129854995256639,0.00243770754785484,0.701384714448935
"219911_s_at",-1.97696982979503,7.20201366381877,-4.64542811563764,0.000130221097146712,0.00244236424446986,0.698593346659092
"217733_s_at",0.70112471030399,12.03570221984,4.64510663639399,0.000130322267498751,0.00244236424446986,0.697823357625389
"49306_at",0.859421760617314,6.32398014707994,4.64451359119646,0.000130509107959803,0.00244381046442713,0.696402927060089
"213397_x_at",-1.13082147353304,8.82490065158017,-4.6436395669567,0.000130784963137358,0.00244680779397887,0.694309505616642
"218284_at",-0.782012072667537,8.38099582602999,-4.64331108304529,0.000130888789230481,0.00244680779397887,0.693522735082104
"221490_at",-0.798478764042001,8.07684788190559,-4.6427893679618,0.000131053861699911,0.00244784006727503,0.69227314395906
"209043_at",0.747522228959827,8.77828623386307,4.64194051541977,0.000131322889458695,0.00244926201750783,0.690240002113916
"206277_at",-1.60826791260858,3.45015376203877,-4.64159159096937,0.000131433635573162,0.00244926201750783,0.689404269026689
"209311_at",-0.584702166993848,7.73255705229438,-4.64150938953064,0.000131459739395026,0.00244926201750783,0.689207382550214
"219519_s_at",1.71325828737583,7.76056498326509,4.64034317987864,0.000131830642529373,0.00245412047408689,0.686414106306747
"211284_s_at",1.06957934247858,9.16681847764858,4.63996670454794,0.000131950602034086,0.00245430322631515,0.685512379988793
"200924_s_at",-1.35571075494578,7.49641599540946,-4.63441443454433,0.000133732577996644,0.00248537367431128,0.672213582700804
"211743_s_at",-1.98191966158055,4.31711491735626,-4.63189805875615,0.000134548152521727,0.00249844706886804,0.666186295200874
"41577_at",1.981825334458,3.99681374026266,4.62754869124967,0.000135969630326624,0.00252274044343727,0.655768491855223
"36030_at",0.773611361060166,8.39462260532752,4.62689892694756,0.000136183282306152,0.002524523205665,0.654212137740724
"214995_s_at",1.24994752901743,5.75902445619516,4.62656776137034,0.000136292304286451,0.002524523205665,0.653418909376636
"213805_at",-1.19931893500165,5.34299427653187,-4.62605407099215,0.000136461588449236,0.00252555944801854,0.652188485119146
"212144_at",-0.750363722320794,8.4371081300838,-4.6251158865293,0.000136771308736421,0.00252915844705381,0.649941281741693
"204061_at",1.38537190315477,5.71714829144913,4.62456737146963,0.000136952716030974,0.00252915844705381,0.648627438977056
"212689_s_at",-0.783764191882362,7.94991715327724,-4.62443492530995,0.000136996555472511,0.00252915844705381,0.648310194169235
"218585_s_at",1.48245636884061,4.52447782372592,4.62320114112891,0.000137405614743443,0.00253351471405175,0.645354939088033
"212095_s_at",-1.20205040544527,6.47946144657257,-4.6230376408238,0.00013745991515005,0.00253351471405175,0.644963309972574
"208808_s_at",-1.21681563505647,8.71281323836089,-4.6202108190491,0.00013840215700894,0.00254808794806017,0.638192258190339
"214911_s_at",-0.762385181596695,9.01766123005271,-4.61998020496805,0.000138479311811734,0.00254808794806017,0.637639869438528
"208922_s_at",-0.686398195755784,8.89381590852926,-4.6177748582355,0.000139219326748233,0.00255645524091414,0.632357401429572
"217118_s_at",0.713735486507993,8.59414266841181,4.61754895482643,0.000139295354007275,0.00255645524091414,0.631816293690364
"219040_at",1.60784108644647,5.16075985237386,4.61727863720756,0.000139386383654405,0.00255645524091414,0.63116880005127
"57588_at",0.866099075731714,6.14242352924131,4.61725914323199,0.000139392950577152,0.00255645524091414,0.631122105986371
"205495_s_at",1.2147925999529,5.14594519100328,4.61673134496164,0.000139570867966514,0.0025576131997515,0.629857866247753
"202387_at",-0.66388064091311,7.77948060252597,-4.61495919560637,0.000140169920903656,0.00256648015406422,0.62561301321512
"202887_s_at",-1.8866273318461,10.6851332694222,-4.61348513607147,0.000140670178242745,0.0025735251081963,0.622082169158064
"218205_s_at",-1.12945334212605,9.44850730159831,-4.61179341317688,0.000141246518493049,0.00258194927939344,0.618029941548615
"210176_at",1.04597438913433,6.06645365627089,4.61133509878856,0.000141403066638595,0.00258269224090805,0.616932127433024
"218627_at",0.852086472461048,8.74343002527596,4.60832301544324,0.000142436266574895,0.00259943270113709,0.609717176290938
"201041_s_at",-1.08133322649065,12.2692721750076,-4.60698909615523,0.00014289624809173,0.00260569320476924,0.6065219821185
"204529_s_at",1.11570109226116,5.06740335311448,4.60446787954177,0.000143769735336697,0.00261947752453608,0.600482788989008
"218319_at",-1.13661234441252,8.19283076826525,-4.6024152479508,0.000144484843388526,0.00263035601734193,0.595566007317656
"218379_at",-0.852427415277373,8.16111718763156,-4.60165988842669,0.000144748899534257,0.00263301202311987,0.593756650242408
"204805_s_at",-1.67717456867803,9.07378343689684,-4.60034265102376,0.000145210536780401,0.00263925480512046,0.590601390739391
"205213_at",1.57973462869386,3.73389820278092,4.59871044600679,0.00014578461167855,0.0026475293415103,0.586691664505807
"219209_at",1.02115636864038,6.15724610258936,4.59773513434085,0.000146128734556135,0.00265161774602147,0.584355434687536
"219228_at",-1.02434654332097,7.99994566469163,-4.59507125309696,0.000147072809998244,0.00266657723774685,0.577974450922092
"203535_at",1.87732175195033,8.80389405155068,4.59382672230819,0.000147515969490858,0.00267243768143478,0.574993333787484
"202098_s_at",0.683172765193865,7.63617044086226,4.59275408796124,0.000147898996362241,0.0026772001104304,0.572423971061045
"208964_s_at",-1.00681394907303,8.34078417301989,-4.5923350254794,0.000148048910865037,0.00267773853961496,0.571420158339242
"37012_at",0.662133438012899,10.2392569684412,4.59178624254619,0.00014824546237205,0.00267911892784784,0.57010561584246
"200807_s_at",-0.757987977826637,10.5372569202556,-4.58840203843906,0.000149463356772732,0.00269894001537016,0.561999160274409
"207980_s_at",-1.29843241118302,7.71905822294321,-4.58707248874302,0.000149944578103132,0.00270473884470281,0.558814380146095
"216905_s_at",1.86701031418992,3.09400005555148,4.58684450929632,0.000150027250013583,0.00270473884470281,0.558268282019079
"210477_x_at",-1.49298638217844,4.5101212530093,-4.58242982023635,0.000151637210335564,0.00272871277679954,0.547693404452556
"204170_s_at",0.992077711772933,6.34327347178334,4.58223352281282,0.000151709198571638,0.00272871277679954,0.547223196486663
"221739_at",0.856455042360207,9.06890363534398,4.58219204376588,0.000151724414596537,0.00272871277679954,0.547123838185782
"217418_x_at",2.59812711079223,5.90357130837196,4.58183263397462,0.000151856323457918,0.00272888262549419,0.546262913229272
"219807_x_at",1.52669580314286,5.92547709656203,4.58143189085227,0.000152003538233416,0.00272932702856987,0.545302978995505
"203561_at",1.57379893677814,8.57112978223721,4.58032263831246,0.000152411775766583,0.00273445378374136,0.542645891578935
"201897_s_at",-0.755406540828325,7.56640294626552,-4.57841112245269,0.000153117857849999,0.00274311192465834,0.53806707446996
"212842_x_at",-1.05809749379989,9.04988348673627,-4.57816480099019,0.000153209083754318,0.00274311192465834,0.537477039697547
"201201_at",0.781796074098421,10.4424754490895,4.57753467941427,0.000153442699946549,0.00274311192465834,0.535967655919718
"212071_s_at",-0.745988736073186,10.3737559009318,-4.57753451420427,0.000153442761244726,0.00274311192465834,0.53596726017819
"204285_s_at",-2.57002511956651,6.46041525070111,-4.5773536668638,0.000153509876140957,0.00274311192465834,0.535534061195317
"204121_at",-0.797329422457907,6.49507544295813,-4.57664187321499,0.000153774319178082,0.00274405385737704,0.533829041589838
"204310_s_at",-1.41621997615995,4.99553441723283,-4.57654893840973,0.000153808879767712,0.00274405385737704,0.533606426997366
"203729_at",1.07883354787608,10.6124014141441,4.57555031560256,0.000154180740665222,0.00274848755539452,0.531214341682205
"210056_at",-1.37660113855755,5.41056397979432,-4.57436616214557,0.000154622859722245,0.00275416561406137,0.528377839962938
"221293_s_at",1.67718015162014,4.82614264659214,4.57015213075748,0.000156206586126936,0.0027801528423854,0.518283628254694
"201809_s_at",1.05220667596215,8.24506023056201,4.56968329226403,0.000156383790967706,0.00278108540633152,0.51716058252331
"204544_at",0.939027732013837,6.52166140824938,4.56809709277234,0.000156984819505638,0.00278954763400649,0.513361036260117
"209708_at",0.948637503459433,6.07195428120095,4.56397086039189,0.000158559192828594,0.00281319228176904,0.503477171505066
"219569_s_at",-0.784594387566865,7.22612395886568,-4.56394803881234,0.000158567944437549,0.00281319228176904,0.503422505400063
"203548_s_at",-2.3550489596166,6.74103415572222,-4.55864583287532,0.000160614447798189,0.00284723288805653,0.490721796288232
"219956_at",1.54050470239174,6.30530291942197,4.55639191021526,0.000161492419784622,0.00286052113677323,0.4853228539773
"214032_at",1.66265779365706,4.41081604966813,4.55532997438979,0.000161907746281684,0.00286559992882824,0.4827791468873
"202659_at",1.26377147890912,7.41850565252745,4.55287118953934,0.000162873509528403,0.0028804050895408,0.476889511874997
"209189_at",-2.22175896342418,11.0867372539414,-4.55219775280132,0.000163139030936741,0.00288281286785361,0.47527640276664
"202478_at",1.02974998797461,7.7906435576727,4.55155952901064,0.000163391070091561,0.00288497877563412,0.473747642006325
"209655_s_at",-1.34993864881264,5.80496284262134,-4.55061167226635,0.000163766107777598,0.0028893113061031,0.471477208723104
"204444_at",1.60045663925705,4.20557424268248,4.54772356820589,0.0001649141832313,0.00290726482986001,0.464559255653585
"210372_s_at",-1.1104175816554,7.02381311543593,-4.5458664282191,0.000165656699881301,0.00291804604225695,0.460110815503609
"200644_at",1.0428886541262,7.85134087847366,4.54386056712606,0.000166462451703148,0.00292992323167556,0.455306157094072
"217549_at",1.32318412778074,6.47914124869252,4.54263056354492,0.000166958489040747,0.00293633465769137,0.452359926299463
"201192_s_at",0.71710982528472,7.60311145487122,4.53880144507075,0.000168512228746006,0.00296132333844421,0.443188073592927
"205270_s_at",1.09285138247292,7.19857783730446,4.5382634156413,0.000168731705633182,0.00296284365376217,0.441899342283131
"219099_at",0.823029751358222,6.46991478031058,4.53770212133596,0.000168960978985487,0.00296453346042016,0.440554886630704
"204053_x_at",-0.881836185256321,8.1319274007438,-4.53314179457061,0.000170835386727549,0.00299506288154995,0.429631699872144
"209588_at",0.939794645340221,6.30452306522129,4.5323688767284,0.000171155139198432,0.00299830972229455,0.427780368911048
"201303_at",-0.822316932233662,9.39186931923691,-4.53113712672458,0.000171665951327842,0.00300489583145193,0.424830027643675
"202411_at",1.69406026349413,9.90196694109752,4.52906776237205,0.000172527575794404,0.00301623156458316,0.419873416291455
"207651_at",1.88235717890058,3.54837620578204,4.52893196875765,0.000172584268044856,0.00301623156458316,0.419548159752563
"206666_at",1.45188075075763,6.77563449483393,4.52646105498894,0.000173619120025798,0.00303193953882042,0.413629780435981
"202403_s_at",1.1723136352652,12.2031106118822,4.52462812517951,0.000174390800389103,0.00304303070091651,0.409239537780782
"204972_at",0.773315658773983,7.22583217182167,4.5234759346923,0.000174877645709706,0.003049138168505,0.406479816827756
"207266_x_at",-0.630382669295215,9.63120675801736,-4.5211642860882,0.000175858527993106,0.00306384329888224,0.400942995093648
"206315_at",-2.10423048090315,7.94245127701441,-4.51701740647464,0.000177632006766401,0.00309232344279352,0.391010555342641
"205105_at",0.790006332195599,8.03661763539539,4.516347752112,0.000177920074870062,0.00309492039682248,0.389406638136768
"220244_at",-1.16103280457826,7.92033694603496,-4.51266967431476,0.000179510675116578,0.00312015317755282,0.380597182587904
"204766_s_at",1.58169900389296,4.0373097219152,4.51166184361642,0.000179949002971695,0.00312533408668611,0.378183321237535
"211762_s_at",0.67547222315385,8.09769821381774,4.51115465898193,0.000180169995168142,0.00312673520430818,0.376968563451084
"204328_at",0.921597150998482,6.79757991884068,4.50916103132215,0.000181041309621111,0.00313941128582662,0.37219364730993
"210356_x_at",2.19520283707667,6.44610771449407,4.50839929198553,0.000181375343733218,0.0031427579972063,0.37036922258635
"201309_x_at",1.08258380989654,6.18306253775841,4.50661193558983,0.000182161558051949,0.00315042219265852,0.366088385423537
"201044_x_at",-2.45817265246626,7.47893476175038,-4.50658499211648,0.000182173435971274,0.00315042219265852,0.366023854232893
"207064_s_at",-1.24845366445588,6.15566076291767,-4.50642993373017,0.00018224180794044,0.00315042219265852,0.365652480476811
"213716_s_at",1.08629376527623,7.80913835756629,4.50362186893098,0.000183484473637075,0.00316890558697045,0.358927041305656
"219280_at",1.35520837275638,3.41691835970775,4.50337205421354,0.000183595436556068,0.00316890558697045,0.35832872752828
"202009_at",0.751549569522868,6.8430789069224,4.49987702163597,0.000185154947166285,0.00319334960348788,0.349958080903175
"204059_s_at",1.19976804341542,8.16174062362995,4.49851607245674,0.00018576580495626,0.00320140713986106,0.346698622506429
"200986_at",-0.805655601456365,10.9584728830402,-4.49812240355274,0.000185942879011548,0.00320198235936192,0.34575579319297
"207437_at",-2.69469000464944,2.83253239368432,-4.49618618128315,0.000186816270056368,0.0032145381819815,0.341118601368821
"202917_s_at",1.69427748289636,10.5152354088892,4.4936973619493,0.000187944978849261,0.00323146447816209,0.335158013071645
"221884_at",-1.02385185710781,6.62257986221434,-4.49287869643274,0.000188317747622839,0.00323537730939069,0.333197367356577
"201369_s_at",-1.46972975484493,8.43570558836035,-4.49143983804649,0.000188974712754582,0.0032441629617183,0.329751421060679
"212705_x_at",-1.73325770127427,6.23292924907011,-4.48878371215964,0.00019019351706183,0.00326257285657334,0.323390279111313
"212681_at",1.12716726574485,8.24719181667364,4.48535710894534,0.000191777530450777,0.00328721439310358,0.315184041134852
"205739_x_at",1.52673604801844,4.26158631827072,4.48155578166374,0.000193550265729369,0.00331505040065144,0.306080549808634
"204385_at",1.07479748815409,8.0353850990378,4.48033466171786,0.000194123213778532,0.00332226616191106,0.303156224884228
"219935_at",-1.65276299211764,9.323261038242,-4.48002293392716,0.000194269748641121,0.00332226616191106,0.302409705417126
"209034_at",-1.33219726860427,9.83176689317084,-4.47955267495066,0.000194491014847481,0.00332349945080246,0.301283540887021
"210220_at",1.5988978968359,5.63205517008224,4.47902355724218,0.000194740277679363,0.00332520889465843,0.30001642616749
"208854_s_at",-0.891671555163916,8.56383350343576,-4.47837033277578,0.000195048448442772,0.00332719163593756,0.298452109184733
"217979_at",1.24444989028352,7.72421693477478,4.47814466086666,0.000195155027068635,0.00332719163593756,0.297911679951615
"211758_x_at",0.670609606475297,8.17921651613109,4.47710915310169,0.000195644818761655,0.0033329919697752,0.295431899317105
"220423_at",2.73615831832842,4.77941458754161,4.47519101535383,0.000196555353042413,0.00334347814721703,0.290838477578363
"210136_at",0.944714856612195,7.4292468559484,4.47518031587134,0.000196560443964202,0.00334347814721703,0.29081285533947
"209213_at",1.87495434801992,5.70144850430105,4.47229126580461,0.000197939936395086,0.00336437498298375,0.283894450481087
"201697_s_at",0.643360004136726,7.46910906913331,4.47158815021641,0.000198277134483038,0.003367537643053,0.282210716908756
"214815_at",1.95497767417149,3.64646259393616,4.46980967909264,0.000199132623743927,0.00337949143555669,0.277951885289547
"221579_s_at",0.541805375094545,7.63481443226058,4.46761594881328,0.000200192967125599,0.00339490097904089,0.272698708469865
"221588_x_at",-0.878869633764726,8.01816485070034,-4.46712560745296,0.000200430748152699,0.00339634856356395,0.271524530342635
"201397_at",-1.05151154381317,6.43155145521071,-4.46545535286388,0.000201242832848142,0.00340453172878525,0.267524940885972
"219593_at",1.12539486256045,7.83174763605498,4.46509614488741,0.000201417912175064,0.00340453172878525,0.266664787028622
"201668_x_at",1.34805686700946,7.1466264329441,4.46494959807525,0.000201489383534244,0.00340453172878525,0.266313868823096
"200803_s_at",0.682960314808378,10.0048543538649,4.46487697719183,0.000201524810405589,0.00340453172878525,0.266139972350794
"204243_at",-0.85919342974389,7.36725345697286,-4.46300563691295,0.000202439870936401,0.00341739973036048,0.26165892523618
"218979_at",1.40642705527899,5.63747658136942,4.46085434060444,0.000203496978713854,0.0034326443426804,0.256507567131349
"217801_at",0.650645545204763,10.5370992163925,4.46021118113498,0.000203814089673128,0.00343539285944502,0.254967511208672
"203971_at",0.933130769286533,6.23997299110224,4.4590421081364,0.000204391773494746,0.00344252599303358,0.252168162282826
"213051_at",0.912007331528232,8.15300620367303,4.45612086722426,0.000205842462043095,0.0034643410737963,0.245173330954248
"218815_s_at",1.90303068202883,5.78026255293635,4.45275402480504,0.000207527254927133,0.00349006024267268,0.237111680246404
"207480_s_at",-0.852634253957883,6.55715751090704,-4.45121183043348,0.000208303593334772,0.00350047433656012,0.233419070831787
"215411_s_at",-1.3557937944846,7.98461902180698,-4.44926468821971,0.000209287944661656,0.00351436569020022,0.228756913616314
